Inventario,Localizzazione,Collocazione,Tipo di documento,Autore,Titolo,Luogo,Editore,Anno,Note,ISBN,CDD,Descrizione CDD,Curatore,Traduttore,Lingua
,Polo Liceale,armadio 5,volume,---,La Resistenza italiana : dall'opposizione al Fascismo alla lotta popolare,Milano,Mondadori,1975,,,9405345,,Ministero della Pubblica Istruzione,,
,Polo Liceale,armadio 5,volume,---,"D'Annunzio europeo : Atti del convegno internazionale, Gardone Riviera-Perugia 8-13maggio 1989",,Lucarini,1991,,88-7033-436-8,,,Gibellini Pietro,,
,Polo Liceale,armadio 5,volume,---,L'Italia antifascista dal 1922 al 1940,,Laterza,1976,"Tempi nuovi Laterza, 90-91, vol 1-2",,13311356,,Colarizi Simona,,
,Polo Liceale,armadio 5,volume,---,Lettere di condannati a morte della Resistenza italiana,,Einaudi,1952,,88-06-13505-8,,,Pirelli Giovanni,,
,Polo Liceale,armadio 5,volume,---,La lezione di Via Tasso : lettere di studenti in visita al museo della Liberazione,Roma,Civitas,1994,,,945632,,Sabbatini Paladini Elvira,,
,Polo Liceale,armadio 5,volume,---,Quasi un corale,Roma,Civitas,1994,,,194911177,,Bono Elena,,
,Polo Liceale,armadio 5,volume,---,Lo stranieroovvero l'identità culturale a confronto,,Laterza,2005,,88-420-4070-3,306,CULTURA E ISTITUZIONI,Bettini Maurizio,,
,Polo Liceale,armadio 5,volume,---,Politica in Italia : i fatti dell'anno e le interpretazioni,,Il Mulino,2000,,88-15-07663-8,,,"Gilbert Mark, Pasquino Gianfranco",,
,Polo Liceale,armadio 5,volume,---,Gli anni della ricostruzione 1946-1953,Roma,Pubblisprint Service,2010,,,978887433478,,"Di Ruscio Liliana, Francescangeli Laura, Gravina Rita",,
,Polo Liceale,armadio 5,volume,---,Gli anni della ricostruzione 1946-1953,Roma,Pubblisprint Service,2010,,,9788874334780,,"Di Ruscio Liliana, Francescangeli Laura, Gravina Rita",,
,Polo Liceale,armadio 5,volume,---,A 70 anni dalle leggi razziali : storia e memoria per costruire una coscienza civile,Roma,Pubblisprint Service,2008,,,,,"Di Ruscio Liliana, Gravina Rita, Migliau Bice",,
,Polo Liceale,armadio 4,volume,---,I grandi esploratori : storia delle esplorazioni e delle scoperte,Roma,Le maschere,,913 p.; Avaiti,,910.91,Geografia e viaggi in regioni e luoghi in generale,"Wright Helen, Rapport Samuel",,
,Polo Liceale,armadio 4,volume,---,Le forze armate dalla guerra di liberazione alla nascita della repubblica (1943-1947),Roma,Stabilimento grafico militare,1997,,,355.033.545,Scienza militare. Politica militare. Italia.,"Poli Luigi, Oliva Gianni",,
,Polo Liceale,armadio 4,volume,---,La società dall'800 al 2000 : donne e uomini cambianoil lavoro e la scuola,,,2002,,,,,"Di Ruscio Liliana, Francescangeli Laura",,
,Polo Liceale,armadio 4,volume,---,Luoghi del tempo : la percezione del tempo nel carcere e nella società,Roma,Officina,[1988],,,709.09.00,,Giordano Valeria,,
,Polo Liceale,armadio 4,volume,---,1939-1943 dalla vita quotidiana alla storia,Roma,Pubbliprint Service,2010,,,903,STORIA,"Di Ruscio Liliana, Gravina Rita, Modigliani Enrico, Terracina Sandra",,
,Polo Liceale,armadio 4,volume,---,1939-1943 dalla vita quotidiana alla storia,Roma,Pubbliprint Service,2010,,,903,STORIA,"Di Ruscio Liliana, Gravina Rita, Modigliani Enrico, Terracina Sandra",,
,Polo Liceale,armadio 4,volume,---,Identità diversità memoria,Roma,Pubbliprint Service,2009,,,,,"Di Ruscio Liliana, Gravina Rita, Migliau Bice, Terracina Sandra",,
,Polo Liceale,Armadio 12,volume,---,L'altro viaggio : antologia della divina commedia di Dante Alighieri,Brescia,La Scuola,1998,Testo scolastico,88-350-9355-4,,,"Merlante Riccardo, Prandi Stefano",,
,Polo Liceale,Armadio 12,volume,---,Il bosco sacro : letteratura e antropologia di Roma antica,,La nuova Italia,2004,Testo scolastico,88-221-5314-6,870,,Bettini Maurizio,,
,Polo Liceale,Armadio 12,volume,---,Pagine critiche di letteratura latina,,Le Monnier,1967,Testo scolastico,88-00-42181-4,,,"Ronconi A., Bornmann F.",,
,Polo Liceale,Armadio 12,volume,---,Culture e letteratura a Roma : profilo storico e testi,,La nuova Italia,,Testo scolastico – Rita Contucci,88-221-3168-1,,,Bettini Maurizio,,
,Polo Liceale,Armadio 12,volume,---,Scriptorium,,Le Monnier,2000,Testo scolastico,88-00-42254-3,,,Conte Gian Biagio,,
,Polo Liceale,Armadio 7,volume,---,Roma: una città e la sua gente : antologia di autori latini per il biennio,,Paravia,1977,Testo scolastico,,,,Dosi Antonietta,,
,Polo Liceale,Armadio 7,volume,---,Storie di uomini e donne dalla I decade di Livio,,Laterza,,Testo scolastico,88-421-0416-7,,,Levi Lidia,,
,Polo Liceale,Armadio 7,volume,---,Classici latini,,,,Testo scolastico,88-00-42106-7,,,"Casini Nilo, Pieri Alberto, Pieri Alieto",,
,Polo Liceale,Armadio 7,volume,---,La Letteratura latina : 1. Dalle origini alla crisi della repubblica,,La nuova italia,,Testo scolastico,88-221-1560-0,,,Bettini Maurizio,,
,Polo Liceale,Armadio 7,volume,---,Poesia e vita nella lirica di Orazio,,Laterza,,Testo scolastico,88-421-0522-8,,,"Boirivant Giuliana, Levi Lidia",,
,Polo Liceale,Armadio 6,volume,---,La letteratura 1 e 2 : Guida per l'insegnante,,Paravia,2008,Testo scolastico,,,,"Calvi Manuela, Corsinovi Silvana",,
,Polo Liceale,Armadio 4,volume,---,Reti di classe : sperimentazione della rete didattica olivetti-classnet,,McGraw-Hill,1988,Testo scolastico,,,,Ghiaroni Rosanna,,
,Polo Liceale,Armadio 4,volume,---,Le società antiche,,Società editrice internazionale,1982,Testo scolastico,88-05-01611-X,,,Solfaroli Camillocci Gianluca,,
,Polo Liceale,Armadio 4,volume,---,Il Cantiere di Codice storia 1,,Paravia,2000,Testo scolastico,88-395-3436-9,,,Di Caro Giovanna,,
,Polo Liceale,Armadio 4,volume,---,Il Cantiere di Codice storia 2,,Paravia,2000,Testo scolastico,88-395-3437-7,,,Di Caro Giovanna,,
,Polo Liceale,Armadio 4,volume,---,Il Cantiere di Codice storia 3,,Paravia,2000,Testo scolastico,88-395-3438-5,,,Di Caro Giovanna,,
,Polo Liceale,armadio 7,volume,---,Ambientiamoci 2007 : musica per le orecchie,,,2007,Documenti di interesse locale,,,,Cisterna Ambiente,,
,Polo Liceale,armadio 6,volume,---,Il Risorgimento italiano nelle Memorie del colonnello Filippo Caucci Molara,Cori,,2008,"Quaderni dell'Archivio storico, 1 – Doc. di interesse locale",,,,"De Rossi Pier Luigi, Di Meo Ettore",,
,Polo Liceale,armadio 6,volume,---,Il Catasto bonorum di Cori(1668-1696),Cori,,2009,"Quaderni dell'Archivio storico, 2 – Doc. di interesse locale",,,,"De Rossi Pier Luigi, Di Meo Ettore",,
,Polo Liceale,armadio 6,volume,---,La storia dell'istruzione dall'Unità agli anni '60 : la scuola entra in archivio 3,Cori,,2011,"Quaderni dell'Archivio storico, 3 – Doc. di interesse locale",,940,,"Pesiri Giovanni, De Rossi Pier Luigi",,
,Polo Liceale,armadio 6,volume,---,Tra Marittima e Terra di Lavoro. Vicende dell'Unità d'Italia nei paesi al confine fra Stato pontificio e Regno delle Due Sicilie,Cori,,2012,"Quaderni dell'Archivio storico, 4 – Doc. di interesse locale",,,,"Pesiri Giovanni, De Rossi Pier Luigi",,
,Polo Liceale,armadio 6,volume,---,Il Tempio d'Ercole a Cori : storia e metodologia dei restauri,Cori,,2013,Doc. di interesse locale,,,,"Lulli Rita, De Rossi Pier Luigi",,
,Polo Liceale,armadio 6,volume,---,Giustizia e criminalità a Cori in età moderna,Cori,,2002,Doc. di interesse locale,,,,"Pesiri Giovanni, De Rossi Pier Luigi, Di Meo Ettore",,
,Polo Liceale,armadio 6,volume,---,Giustizia e criminalità a Cori in età moderna,Cori,,2002,Doc. di interesse locale,,,,"Pesiri Giovanni, De Rossi Pier Luigi, Di Meo Ettore",,
,Polo Liceale,armadio 6,volume,---,La comunità ebraica di Terracina (sec. XVI),Cori,Moderata durant,2004,Doc. di interesse locale,,,,De Rossi Pier Luigi,,
,Polo Liceale,armadio 8,periodico,---,Annali della Pubblica Istruzione,,,2009-2010,"2009, n. 5-6; 2010, n. 1-4",,,,,,
,Polo Liceale,armadio 8,periodico,---,L'istruzione professionale nel decennio 1988-1998,,Le Monnier,1994,"Rivista; Studi e documenti degli Annali della Pubblica Istruzione, 67-68",,,,,,
,Polo Liceale,armadio 8,periodico,---,"Scuola, lavoro, occupazione: il sistema integrato di formazione tecnico-professionale superiore",,Le Monnier,1998,"Rivista; Studi e documenti degli Annali della Pubblica Istruzione, 82",,,,,,
,Polo Liceale,armadio 8,periodico,---,L'educazione permanente degli adulti : il confronto europeo e la strategia nazionale,,Le Monnier,2000,"Rivista; Studi e documenti degli Annali della Pubblica Istruzione, 88",,,,,,
,Polo Liceale,armadio 8,periodico,---,Le vicende del confine orientale e il mondo della scuola,,Le Monnier,2010,"Rivista; Studi e documenti degli Annali della Pubblica Istruzione, 91",,,,,,
,Polo Liceale,armadio 8,periodico,---,,,,,"Rivista; Studi e documenti degli Annali della Pubblica Istruzione, 133",,,,,,
,Polo Liceale,armadio 8,periodico,---,"Rivista di filosofia, anno XCIII, 1/2002",,Il Mulino,,,88-15-08545-9,,,,,
,Polo Liceale,armadio 8,periodico,---,"Rivista di filosofia, anno XCII, 2/2001",,Il Mulino,,,88-15-07921-1,,,,,
,Polo Liceale,armadio 8,periodico,---,Strumenti critici,,Il Mulino,,"96 (2001, n.2), 100(2002, n.3), 101 (2003, n.1)",0039-2618,,,,,
,Polo Liceale,armadio 7,periodico,---,Scholia : rivista quadrimestrale di letteratura latina e greca,,Editoriale scuola,"1(2001), n. 3",Vol + Didattica,,,,,,
,Polo Liceale,armadio 6,periodico,---,Annali della Pubblica Istruzione,,Le Monnier,,"87 (2011), n. 3",,,,"Ministero dell'Istruzione, dell'Università e della Ricerca",,
,Polo Liceale,armadio 5,periodico,---,La civiltà cattolica,,,,"140 (1989), n. 1,4, 12-14, 17-18, 24; 141 (1990), n. 1-2, 4",,,,,,
,Polo Liceale,armadio 5,periodico,---,Aspenia : rivista di Aspen Institute Italia,,,,"1998, n.6",,,,,,
,Polo Liceale,armadio 5,periodico,---,Studi emigrazione = Etudes migrations,Roma,Centro studi emigrazione,,"23 (1986), n. 81",0039-2936,,,,,
,Polo Liceale,armadio 5,periodico,---,Contemporanea : rivista di storia dell'800 e del '900,,Il Mulino,,"4(2001), n. 1-2; 5(2002), n 2 e 4; 6(2003), n. 1-2",1127-3070,,,,,
,Polo Liceale,armadio 5,periodico,---,Storia e dossier,,Giunti,,"2(1987), n.8; 3(1988), n. 23",0394-0209,,,,,
,Polo Liceale,armadio 4,periodico,---,Rivista storia del Lazio,Roma,Gangemi,1993-2003,"n. 1-3, 9, 15-18; n. 2",,,,,,
,Polo Liceale,armadio 4,periodico,---,Rivista storia del Lazio,Roma,Gangemi,1993-2003,"n. 1-3, 9, 15-18; n. 2",,,,,,
,Polo Liceale,armadio 4,periodico,---,Nuova antologia,Firenze,Le Monnier,,"1995, n. 1,3-4;1996. n. 3-4; 2001, n. 1-3",,,,,,
,Polo Liceale,armadio 7,volume,---,Novecento : gli scrittori e la cultura letteraria nella società italiana,,Marzorati,1989,"Collana diretta da Giovanni Grana, Vol XI (tomo I)",88-280-0078-3,,,,,
,Polo Liceale,armadio 7,volume,---,Vocabolario dei sinonim ie contrari,,Protom,,Vocabolario,,0,,,,
,Polo Liceale,armadio 7,volume,---,Con parole di donna : racconti al femminile in provincia di Latina,,Provincia di Latina : Settore pari opportunità,2007,Poesia,,,,,,
,Polo Liceale,armadio 7,volume,---,Dizionario degli scrittori greci e latini,,Marzorati,,Vol 1-3,88-280-0053-8,,,,,
,Polo Liceale,armadio 7,volume,---,"Nomen, il nuovissimo Campanini Carboni : manuale dell'utente",,Paravia,,Guida al dizionario,,,,,,
,Polo Liceale,armadio 6,volume,---,Critica Letteraria,Napoli,Loffredo,1986,volume: 50,,8,,,,
,Polo Liceale,armadio 6,volume,---,Letteratura inglese : i conemporanei,,Lucarini,1982,"Vol 1-2; Amoruso Vito, Binni Francesco (diretta da)",,,,,,
,Polo Liceale,armadio 5,volume,---,La storia al femminile,,Laterza,,Vol 1-5,88-420-5531-X,,,,,
,Polo Liceale,armadio 5,volume,---,Millennium Storia : nuovissima enciclopedia De Agostini,,,2003 ©,Enciclopedia vol 1,,903.00.00,"STORIA GENERALE. DIZIONARI, ENCICLOPEDIE, CONCORDANZE",,,
,Polo Liceale,armadio 5,volume,---,Valori della Resistenza,Roma,Civitas,1986,,,,,,,
,Polo Liceale,armadio 4,volume,---,Iraq : Carta 1:2.400.000,,De Agostini,,Carta geografica,,,,,,
,Polo Liceale,armadio 4,volume,---,Catalogo scolastico Laterza 2010-11,,,,DA VERIFICARE se scartare,,,,,,
,Polo Liceale,Armadio 5,volume,---,La ricerca : enciclopedia monografica Loescher,Torino,Loescher,1978,Testo scolastico,,,,,,
,Polo Liceale,Armadio 5,volume,---,Storia antica e medievale : 1. Dalla Preistoria all'età dei Severi,Firenze,Bulgarini,2003,Testo scolastico,,,,,,
,Polo Liceale,Armadio 5,volume,---,Storia antica e medievale : 2. Dalla tarda antichità alla crisi del Trecento,Firenze,Bulgarini,2003,Testo scolastico,,,,,,
,Polo Liceale,Armadio 4,volume,---,Res publica : educazione civica,,La spiga,,Testo scolastico,88-7100-206-7,,,,,
,Polo Liceale,Armadio 4,volume,---,Codice storia : guida al corso,,Paravia,2000,Testo scolastico,,,,,,
,Polo Liceale,armadio 4,periodico,---,Il Veltro : rivista della civiltà italiana,Roma,Il Veltro,,"1998, n. 5-6; 2002, n .1-6",042-3254,,,,,
,Polo Liceale,armadio 7,multimediale,---,Dizionario interattivo Garzanti della lingua italiana,,Digita,,CD-ROM,,,,,,
,Polo Liceale,armadio 5,multimediale,---,"Fratello Sole, Sorella Luna",,,,VHS,,,,,,
,Polo Liceale,armadio 5,multimediale,---,Francesco,,,,VHS,,,,,,
,Polo Liceale,armadio 5,multimediale,---,La Sindone,,,,VHS,,,,,,
,Polo Liceale,armadio 5,multimediale,---,Il sorriso di Buddha,,,,VHS,,,,,,
,Polo Liceale,armadio 5,multimediale,---,La Bibbia,,,,VHS,,,,,,
,Polo Liceale,armadio 5,multimediale,---,Gesù di Nazareth,,,,"VHS, 2 parti",,,,,,
,Polo Liceale,armadio 4,multimediale,---,Guerra infinita dossier,,,,VHS,,,,,,
,Polo Liceale,armadio 4,multimediale,---,Pompei,,,,VHS,,,,,,
,Polo Liceale,armadio 4,multimediale,---,Il dopoguerra in Italia ; L'attacco agli USA,,,,VHS,,,,,,
,Polo Liceale,armadio 4,multimediale,---,Giulio Cesare,,,,VHS,,,,,,
,Polo Liceale,armadio 4,multimediale,---,Luce sulla storia d'Italia dall'Unità al 2000 : 2. Dalla grande guerra all'avvento del Fascismo (1915-1925),,Istituto Luce,,VHS,,,,,,
,Polo Liceale,armadio 8,volume,Abbagnano Nicola,Dizionario di filosofia,,TEA,1971,,88-7819-458-1,,,,,
,Polo Liceale,armadio 8,volume,Abbagnano Nicola,Storia della filosofia : 2. La filosofia medioevale,,TEA,,,88-7819-718-1,,,,,
,Polo Liceale,armadio 8,volume,Abbagnano Nicola,Storia della filosofia : 3. La filosofia del Rinascimento,,TEA,,,88-7819-721-1,,,,,
,Polo Liceale,armadio 8,volume,Abbagnano Nicola,Storia della filosofia : 4. La filosofia moderna dei secoli XVII e XVIII,,TEA,,,88-7819-722-X,,,,,
,Polo Liceale,armadio 8,volume,Abbagnano Nicola,Storia della filosofia : 5. La filosofia del Romanticismo (da Fichte a Nietzsche),,TEA,,,88-7819-723-8,,,,,
,Polo Liceale,Armadio 5,volume,"Abbattista Nicola, Ferilli Aldo",Studens informaticus,,Liguori,1988,Testo scolastico,88-207-1647-X,,,,,
,Polo Liceale,armadio 6,volume,Abdolah Kader,Il viaggio delle bottiglie vuote,,Feltrinelli,2006,,88-07-81877-9,,,,,
,Polo Liceale,Armadio 7,volume,"Acanfora Fulvio, Lageder Elisabetta",Visioni : poeti italiani contemporanei,,La scuola,,Testo scolastico,88-350-9689-8,,,,,
,Polo Liceale,armadio 10,volume,"Accorsi Andrea, Centini Massimo",Delitti italiani : Risolti o Irrisolti,Roma,Newton & Compton,2006,G. Bisecco,88-541-0707-7,8,,,,
,Polo Liceale,armadio 5,volume,Acquaviva Sabino Stella Renato,Fine di un'ideologia: la secolarizzazione,,Borla,,,88-263-0508-8,306.06.00,ISTITUZIONI RELIGIOSE,,,
,Polo Liceale,armadio 8,volume,Adorno Francesco,Lparole chiave della filosofia greca,,VideoRAI,,Filosofia e attualità - VHS,,,,,,
,Polo Liceale,armadio 9,volume,Afeltra Gaetano,Milano amore mio,Milano,Rizzoli,2000,,88-17-86619-9,,,,,
,Polo Liceale,armadio 8,volume,Agostino d'Ippona,Le confessioni,,BUR,,Testo latino a fronte,88-17-12001-4,,,,,
,Polo Liceale,armadio 6,volume,Ait Lorenzo,30 e lode senza studiare: Manuale per gli intelligenti che non si applicano,Roma,Alberto Castelvecchi Editore Srl ,2007,,978-88-7615-198-9,8,,,,
,Polo Liceale,armadio 6,volume,Akinyemi Rowena,The witches of pendle,,Oxford University press,,Testo inglese,0-19-421673-X,,,,,
,Polo Liceale,armadio 6,volume,Akinyemi Rowena,The witches of pendle,,Oxford University press,,Testo inglese,0-19-421673-X,,,,,
,Polo Liceale,armadio 6,volume,Akinyemi Rowena,The witches of pendle,,Oxford University press,,Testo inglese,0-19-421673-X,,,,,
,Polo Liceale,armadio 6,volume,Akinyemi Rowena,Love or Money?,,Oxford University press,,Testo inglese,0-19-421651-9,,,,,
,Polo Liceale,armadio 6,volume,Akinyemi Rowena,Love or Money?,,Oxford University press,,Testo inglese,0-19-421651-9,,,,,
,Polo Liceale,armadio 6,volume,Akinyemi Rowena,Love or Money?,,Oxford University press,,Testo inglese,0-19-421651-9,,,,,
,Polo Liceale,armadio 6,volume,Akinyemi Rowena,Love or Money?,,Oxford University press,,Testo inglese,0-19-421651-9,,,,,
,Polo Liceale,armadio 6,volume,Akinyemi Rowena,Love or Money?,,Oxford University press,,Testo inglese,0-19-421651-9,,,,,
,Polo Liceale,armadio 10,volume,Aksakov Sergej,Cronaca di famiglia,Milano,Adelphi,1984,Dorso Leggermente Rovinato; Pennarola Rotigliano,,8,,,Ripellino Angelo Maria,
,Polo Liceale,armadio 6,volume,Alcott Louisa M.,Little women,,Longman,,Testo inglese,0-582-53489-5,,,,,
,Polo Liceale,armadio 11,volume,Alfieri Vittorio,Saul,,Garzanti,,Russo Francesca,88-11-58396-9,,,,,
,Polo Liceale,armadio 11,volume,Alfieri Vittorio,Saul,Milano,Mursia,1971,Russo Francesca,88-425-0366-5,,,Mazzali Ettore,,
,Polo Liceale,armadio 10,volume,Alfieri Vittorio,Tragedie,Milano,Arnoldo Mondadori,2009,"collana : oscar mondadori
A cura di : Jacomuzzi Stefano",978-88-04-30850-8,8,,,,
,Polo Liceale,armadio 10,volume,Alfieri Vittorio,Saul Filippo,Milano,Rizzoli,2004,Pennarola Rotigliano,88-17-12268-8,8,,Branca Vittore,,
,Polo Liceale,armadio 7,volume,Alighieri Dante,La Divina Commedia : Il Paradiso,Roma,Ciranna,,Avaiti,,,,Paolisso Italo,,
,Polo Liceale,Armadio 6,volume,Alighieri Dante,Divina Commedia,,Le Monnier,,Testo scolastico,978-88-00-20817-8,,,"Cataldi Pietro, Luperini Romano",,
,Polo Liceale,armadio 11,volume,Allan Poe Edgar,"Tre donne(Berenice, Morella, Ligeia)",Milano,Il sole 24 ore,2011,collana : i libri della domenica 14,,8,,,,
,Polo Liceale,armadio 9,volume,Allende Isabel,Eva Luna,,Feltrinelli,,,88-07-81076-X,,,,,
,Polo Liceale,armadio 9,volume,Allende Isabel,La casa degli spiriti,,Feltrinelli,,,88-07-81000-X,,,,,
,Polo Liceale,armadio 9,volume,Allende Isabel,D'amore e ombra,,Feltrinelli,,,88-07-81021-2,,,,,
,Polo Liceale,armadio 9,volume,Allende Isabel,La foresta dei pigmei,,Feltrinelli,,,978-88-07-81897-4,,,,,
,Polo Liceale,armadio 9,volume,Allende Isabel,La città delle bestie,,Feltrinelli,,,88-07-42095-3,,,,,
,Polo Liceale,armadio 9,volume,Allende Isabel,Ritratto in seppia,,Feltrinelli,,,88-07-01601-X,,,,,
,Polo Liceale,armadio 9,volume,Allende Isabel,Il regno del drago d'oro,,Feltrinelli,,,88-07-42099-6,,,,,
,Polo Liceale,armadio 9,volume,Allende Isabel,Paula,,Feltrinelli,,,88-07-0148-7,,,,,
,Polo Liceale,armadio 9,volume,Allende Isabel,La figlia della fortuna,,Feltrinelli,,,88-07-01562-5,,,,,
,Polo Liceale,armadio 9,volume,Allende Isabel,Il piano infinito,,Feltrinelli,,,88-07-01440-8,,,,,
,Polo Liceale,armadio 9,volume,Allende Isabel,Eva Luna racconta,,Feltrinelli,,,88-07-01408-4,,,,,
,Polo Liceale,Armadio 7,volume,"Aloisi Rita, Nicola Sergio, Pagliani",Auctores : voci e modelli,,petrini,1989,Testo scolastico,,,,,,
,Polo Liceale,Armadio 7,volume,"Alosi Rita, Pagliani Piera",Tesserae : 2. Morfologia**,,Petrini,,Testo scolastico,88-494-0370-4,,,,,
,Polo Liceale,Armadio 7,volume,"Alosi Rita, Pagliani Piera",Tesserae : Strumenti : Sintassi,,Petrini,1998,Testo scolastico,88-494-0375-5,,,,,
,Polo Liceale,armadio 11,volume,Altarocca Claudio,Parise,Citta' di castello,La nuova Italia,1975,Pr Berretta; collana : la nuova italia,,8,,,,
,Polo Liceale,armadio 8,volume,Althusser Louis,La crisi del marxismo,,VideoRAI,,Filosofia e attualità - VHS,,,,,,
,Polo Liceale,armadio 11,volume,Altomonte Antonio,Rèpaci,Bologna,La nuova Italia,1976,Pr Berretta collana : la nuova italia,,8,,,,
,Polo Liceale,armadio 11,volume,Alvaro Corrado,L'eta' Breve,Milano,Bompiani,1980,,,8,,,,
,Polo Liceale,armadio 9,volume,Amado Jorge,Cacao,,Mondadori,,,88-04-35019-9,,,,,
,Polo Liceale,Armadio 4,volume,"Ameruso, Tangherlini, Vigli","Strumenti didattici : guida all'uso de ""I persorsi del pensiero""",,Lucarini,1990,Testo scolastico,88-85767-91-5,,,,,
,Polo Liceale,armadio 9,volume,"Ammann Olga, Barletta Giulia",Nella terra degli dei : 1000 km a piedi in Nepal,,dall'Oglio,1982,Avaiti,,,,,,
,Polo Liceale,armadio 7,volume,Amori Anna Maria,"Sonatori, pajacci e sartimbanchi : poesie romanesche",,,2007,[Documenti di interesse locale],,,,,,
,Polo Liceale,armadio 11,volume,Amoroso Giuseppe,Tecchi,Imola,La nuova Italia,1976,"Pr Berretta
collana : la nuova italia",,8,,,,
